Date,topix,m10,asics,gree,mufj,tgas,toyota
2014/3/31,1202.890 ,0.641 ,2029.000 ,1140.000 ,567.000 ,2620.000 ,5826.000 
2014/4/1,1204.250 ,0.617 ,2004.000 ,1100.000 ,568.000 ,2585.000 ,5813.000 
2014/4/2,1211.360 ,0.627 ,1974.000 ,1118.000 ,579.000 ,2575.000 ,5847.000 
2014/4/3,1216.770 ,0.642 ,1981.000 ,1137.000 ,580.000 ,2580.000 ,5840.000 
2014/4/4,1215.890 ,0.642 ,1958.000 ,1121.000 ,582.000 ,2570.000 ,5792.000 
2014/4/7,1196.840 ,0.614 ,1938.000 ,1077.000 ,569.000 ,2555.000 ,5758.000 
2014/4/8,1174.560 ,0.619 ,1875.000 ,1047.000 ,558.000 ,2535.000 ,5623.000 
2014/4/9,1150.440 ,0.614 ,1850.000 ,1047.000 ,542.000 ,2520.000 ,5450.000 
2014/4/10,1149.490 ,0.609 ,1887.000 ,1031.000 ,542.000 ,2495.000 ,5321.000 
2014/4/11,1134.090 ,0.605 ,1852.000 ,1010.000 ,530.000 ,2495.000 ,5314.000 
2014/4/14,1132.760 ,0.605 ,1856.000 ,1006.000 ,537.000 ,2515.000 ,5410.000 
2014/4/15,1136.090 ,0.606 ,1923.000 ,1001.000 ,546.000 ,2475.000 ,5400.000 
2014/4/16,1166.550 ,0.611 ,1958.000 ,1039.000 ,566.000 ,2535.000 ,5523.000 
2014/4/17,1166.590 ,0.606 ,1938.000 ,1023.000 ,565.000 ,2560.000 ,5512.000 
2014/4/18,1173.370 ,0.602 ,1969.000 ,1018.000 ,566.000 ,2585.000 ,5564.000 
2014/4/21,1171.400 ,0.607 ,1955.000 ,1014.000 ,561.000 ,2585.000 ,5570.000 
2014/4/22,1162.500 ,0.607 ,1938.000 ,997.000 ,548.000 ,2600.000 ,5558.000 
2014/4/23,1173.810 ,0.618 ,1979.000 ,1025.000 ,562.000 ,2630.000 ,5549.000 
2014/4/24,1164.900 ,0.618 ,2008.000 ,1010.000 ,554.000 ,2605.000 ,5469.000 
2014/4/25,1169.990 ,0.628 ,2015.000 ,1009.000 ,550.000 ,2625.000 ,5494.000 
2014/4/28,1160.740 ,0.619 ,1957.000 ,1013.000 ,543.000 ,2570.000 ,5473.000 
2014/4/30,1162.440 ,0.623 ,1989.000 ,996.000 ,542.000 ,2675.000 ,5516.000 
2014/5/1,1182.200 ,0.624 ,2014.000 ,1001.000 ,554.000 ,2680.000 ,5639.000 
2014/5/2,1182.480 ,0.614 ,2015.000 ,1025.000 ,566.000 ,2685.000 ,5631.000 
2014/5/7,1152.010 ,0.606 ,1963.000 ,1003.000 ,548.000 ,2705.000 ,5511.000 
2014/5/8,1160.010 ,0.611 ,1969.000 ,979.000 ,557.000 ,2720.000 ,5528.000 
2014/5/9,1165.510 ,0.611 ,2035.000 ,905.000 ,561.000 ,2715.000 ,5561.000 
2014/5/12,1157.910 ,0.616 ,2018.000 ,835.000 ,563.000 ,2750.000 ,5514.000 
2014/5/13,1178.350 ,0.617 ,2032.000 ,855.000 ,578.000 ,2790.000 ,5650.000 
2014/5/14,1183.150 ,0.611 ,2012.000 ,887.000 ,574.000 ,2780.000 ,5680.000 
2014/5/15,1178.290 ,0.602 ,2043.000 ,901.000 ,580.000 ,2835.000 ,5635.000 
2014/5/16,1159.070 ,0.593 ,2077.000 ,880.000 ,563.000 ,2750.000 ,5522.000 
2014/5/19,1150.070 ,0.598 ,2099.000 ,822.000 ,553.000 ,2780.000 ,5459.000 
2014/5/20,1153.380 ,0.599 ,2090.000 ,832.000 ,547.000 ,2785.000 ,5468.000 
2014/5/21,1150.050 ,0.603 ,2117.000 ,835.000 ,549.000 ,2800.000 ,5420.000 
2014/5/22,1169.340 ,0.609 ,2172.000 ,840.000 ,557.000 ,2820.000 ,5526.000 
2014/5/23,1180.440 ,0.600 ,2156.000 ,836.000 ,570.000 ,2830.000 ,5557.000 
2014/5/26,1194.690 ,0.602 ,2143.000 ,849.000 ,579.000 ,2900.000 ,5599.000 
2014/5/27,1195.110 ,0.606 ,2166.000 ,883.000 ,577.000 ,2850.000 ,5585.000 
2014/5/28,1198.170 ,0.598 ,2163.000 ,868.000 ,573.000 ,2855.000 ,5613.000 
2014/5/29,1200.680 ,0.584 ,2180.000 ,911.000 ,577.000 ,2870.000 ,5663.000 
2014/5/30,1201.410 ,0.589 ,2192.000 ,929.000 ,573.000 ,2880.000 ,5761.000 
2014/6/2,1220.470 ,0.598 ,2263.000 ,925.000 ,583.000 ,2920.000 ,5822.000 
2014/6/3,1228.590 ,0.601 ,2262.000 ,920.000 ,595.000 ,2890.000 ,5855.000 
2014/6/4,1233.950 ,0.606 ,2264.000 ,951.000 ,597.000 ,2865.000 ,5854.000 
2014/6/5,1232.750 ,0.612 ,2250.000 ,955.000 ,595.000 ,2860.000 ,5837.000 
2014/6/6,1234.570 ,0.592 ,2279.000 ,964.000 ,600.000 ,2830.000 ,5869.000 
2014/6/9,1234.780 ,0.593 ,2281.000 ,964.000 ,595.000 ,2815.000 ,5878.000 
2014/6/10,1228.730 ,0.589 ,2307.000 ,928.000 ,602.000 ,2840.000 ,5810.000 
2014/6/11,1239.070 ,0.598 ,2321.000 ,951.000 ,611.000 ,2880.000 ,5874.000 
2014/6/12,1237.750 ,0.594 ,2357.000 ,979.000 ,617.000 ,2885.000 ,5880.000 
2014/6/13,1243.970 ,0.599 ,2341.000 ,979.000 ,618.000 ,2895.000 ,5854.000 
2014/6/16,1234.680 ,0.595 ,2305.000 ,952.000 ,614.000 ,2880.000 ,5823.000 
2014/6/17,1238.200 ,0.585 ,2350.000 ,956.000 ,609.000 ,2890.000 ,5822.000 
2014/6/18,1249.150 ,0.590 ,2386.000 ,966.000 ,619.000 ,2905.000 ,5884.000 
2014/6/19,1269.040 ,0.585 ,2379.000 ,996.000 ,634.000 ,2925.000 ,6013.000 
2014/6/20,1268.920 ,0.576 ,2392.000 ,978.000 ,638.000 ,2925.000 ,6030.000 
2014/6/23,1267.480 ,0.582 ,2369.000 ,963.000 ,634.000 ,2895.000 ,5981.000 
2014/6/24,1268.500 ,0.577 ,2388.000 ,929.000 ,628.000 ,2915.000 ,5961.000 
2014/6/25,1260.830 ,0.572 ,2401.000 ,923.000 ,622.000 ,2905.000 ,5957.000 
2014/6/26,1263.430 ,0.567 ,2378.000 ,881.000 ,622.000 ,2925.000 ,6006.000 
2014/6/27,1253.150 ,0.558 ,2371.000 ,895.000 ,618.000 ,2890.000 ,6048.000 
2014/6/30,1262.560 ,0.564 ,2363.000 ,888.000 ,621.000 ,2960.000 ,6084.000 
2014/7/1,1276.080 ,0.554 ,2377.000 ,880.000 ,629.000 ,2965.000 ,6169.000 
2014/7/2,1280.780 ,0.562 ,2357.000 ,873.000 ,635.000 ,2985.000 ,6209.000 
2014/7/3,1278.590 ,0.565 ,2292.000 ,855.000 ,629.000 ,2975.000 ,6168.000 
2014/7/4,1285.240 ,0.565 ,2246.000 ,860.000 ,630.000 ,2960.000 ,6201.000 
2014/7/7,1279.870 ,0.565 ,2231.000 ,854.000 ,625.000 ,2955.000 ,6170.000 
2014/7/8,1275.700 ,0.555 ,2265.000 ,846.000 ,625.000 ,2970.000 ,6131.000 
2014/7/9,1270.820 ,0.546 ,2249.000 ,852.000 ,616.000 ,2960.000 ,6062.000 
2014/7/10,1259.250 ,0.547 ,2234.000 ,848.000 ,605.000 ,2955.000 ,6003.000 
2014/7/11,1255.190 ,0.536 ,2174.000 ,841.000 ,599.000 ,2940.000 ,5981.000 
2014/7/14,1265.460 ,0.542 ,2172.000 ,858.000 ,600.000 ,2950.000 ,6021.000 
2014/7/15,1273.680 ,0.542 ,2191.000 ,844.000 ,606.000 ,2970.000 ,6023.000 
2014/7/16,1273.590 ,0.548 ,2222.000 ,828.000 ,605.000 ,2990.000 ,6044.000 
2014/7/17,1273.380 ,0.537 ,2205.000 ,824.000 ,604.000 ,2980.000 ,6049.000 
2014/7/18,1263.290 ,0.543 ,2197.000 ,811.000 ,598.000 ,2975.000 ,6006.000 
2014/7/22,1273.270 ,0.544 ,2200.000 ,835.000 ,594.400 ,3024.500 ,6027.000 
2014/7/23,1272.390 ,0.540 ,2188.000 ,832.000 ,593.500 ,3009.000 ,6046.000 
2014/7/24,1269.860 ,0.530 ,2187.000 ,852.000 ,593.600 ,3031.000 ,6070.000 
2014/7/25,1281.350 ,0.536 ,2200.000 ,835.000 ,595.400 ,3070.000 ,6107.000 
2014/7/28,1286.070 ,0.531 ,2200.000 ,837.000 ,606.800 ,3046.500 ,6133.000 
2014/7/29,1290.410 ,0.531 ,2206.000 ,832.000 ,604.800 ,3054.500 ,6133.000 
2014/7/30,1292.240 ,0.537 ,2200.000 ,816.000 ,610.000 ,2976.500 ,6141.000 
2014/7/31,1289.420 ,0.542 ,2200.000 ,823.000 ,615.600 ,2963.000 ,6137.000 
2014/8/1,1281.300 ,0.543 ,2198.000 ,844.000 ,618.300 ,2982.500 ,6087.000 
2014/8/4,1276.190 ,0.538 ,2189.000 ,864.000 ,605.400 ,3007.000 ,6041.000 
2014/8/5,1263.530 ,0.529 ,2167.000 ,844.000 ,600.600 ,2980.500 ,6042.000 
2014/8/6,1251.290 ,0.529 ,2136.000 ,862.000 ,589.300 ,2932.500 ,5989.000 
2014/8/7,1258.120 ,0.538 ,2119.000 ,845.000 ,592.100 ,2919.500 ,6028.000 
2014/8/8,1228.260 ,0.519 ,2258.000 ,838.000 ,572.700 ,2854.000 ,5905.000 
2014/8/11,1252.510 ,0.525 ,2236.000 ,858.000 ,582.900 ,2906.000 ,5940.000 
2014/8/12,1257.690 ,0.520 ,2301.000 ,871.000 ,589.200 ,2942.500 ,5990.000 
2014/8/13,1262.130 ,0.520 ,2276.000 ,850.000 ,592.000 ,2939.000 ,5999.000 
2014/8/14,1270.500 ,0.516 ,2267.000 ,842.000 ,593.100 ,2971.000 ,6009.000 
2014/8/15,1270.680 ,0.516 ,2261.000 ,868.000 ,588.900 ,2968.000 ,5991.000 
2014/8/18,1271.260 ,0.511 ,2283.000 ,832.000 ,590.000 ,2970.000 ,5975.000 
2014/8/19,1280.290 ,0.511 ,2253.000 ,830.000 ,590.700 ,2986.000 ,5985.000 
2014/8/20,1279.640 ,0.526 ,2288.000 ,826.000 ,589.800 ,3000.500 ,5951.000 
2014/8/21,1291.190 ,0.541 ,2267.000 ,827.000 ,601.800 ,3008.500 ,5990.000 
2014/8/22,1286.070 ,0.522 ,2241.000 ,828.000 ,602.000 ,3010.000 ,5943.000 
2014/8/25,1291.310 ,0.522 ,2271.000 ,832.000 ,603.900 ,2991.500 ,5985.000 
2014/8/26,1285.010 ,0.512 ,2238.000 ,824.000 ,597.800 ,2987.500 ,5990.000 
2014/8/27,1285.920 ,0.508 ,2205.000 ,801.000 ,598.900 ,2979.500 ,5979.000 
2014/8/28,1280.740 ,0.503 ,2168.000 ,790.000 ,596.900 ,2949.000 ,5935.000 
2014/8/29,1277.970 ,0.508 ,2131.000 ,816.000 ,598.200 ,2954.500 ,5928.000 
2014/9/1,1283.060 ,0.509 ,2134.000 ,811.000 ,600.000 ,2970.000 ,5956.000 
2014/9/2,1297.000 ,0.520 ,2115.000 ,815.000 ,606.700 ,2970.500 ,6060.000 
2014/9/3,1301.520 ,0.520 ,2084.000 ,807.000 ,614.800 ,3005.000 ,6077.000 
2014/9/4,1296.390 ,0.521 ,2098.000 ,801.000 ,611.400 ,3038.500 ,6087.000 
2014/9/5,1293.210 ,0.531 ,2110.000 ,791.000 ,606.200 ,3045.000 ,6115.000 
2014/9/8,1298.640 ,0.521 ,2060.000 ,779.000 ,610.400 ,3087.000 ,6107.000 
2014/9/9,1299.620 ,0.522 ,2043.000 ,777.000 ,606.000 ,3059.500 ,6127.000 
2014/9/10,1306.790 ,0.537 ,2076.000 ,784.000 ,609.700 ,3096.500 ,6170.000 
2014/9/11,1311.240 ,0.561 ,2079.000 ,855.000 ,618.600 ,3070.000 ,6218.000 
2014/9/12,1313.720 ,0.567 ,2146.000 ,848.000 ,621.900 ,3059.000 ,6303.000 
2014/9/16,1310.860 ,0.572 ,2128.000 ,829.000 ,614.600 ,3064.500 ,6305.000 
2014/9/17,1304.960 ,0.548 ,2150.000 ,797.000 ,609.700 ,3050.000 ,6309.000 
2014/9/18,1317.910 ,0.563 ,2306.000 ,803.000 ,621.200 ,3093.500 ,6445.000 
2014/9/19,1331.910 ,0.554 ,2320.000 ,795.000 ,629.300 ,3074.500 ,6494.000 
2014/9/22,1330.880 ,0.535 ,2314.000 ,784.000 ,636.400 ,3111.000 ,6492.000 
2014/9/24,1326.180 ,0.526 ,2322.000 ,768.000 ,630.800 ,3112.000 ,6423.000 
2014/9/25,1346.430 ,0.521 ,2409.000 ,765.000 ,639.800 ,3155.000 ,6550.000 
2014/9/26,1331.950 ,0.517 ,2366.000 ,762.000 ,625.200 ,3099.500 ,6453.000 
2014/9/29,1337.300 ,0.522 ,2419.000 ,759.000 ,621.600 ,3119.000 ,6488.000 
2014/9/30,1326.290 ,0.522 ,2471.000 ,748.000 ,620.200 ,3082.500 ,6463.000 
2014/10/1,1318.210 ,0.527 ,2465.000 ,722.000 ,620.000 ,3076.000 ,6500.000 
2014/10/2,1280.150 ,0.522 ,2410.000 ,721.000 ,599.600 ,2981.500 ,6275.000 
2014/10/3,1282.540 ,0.519 ,2430.000 ,747.000 ,601.900 ,2966.000 ,6290.000 
2014/10/6,1296.400 ,0.519 ,2463.000 ,759.000 ,613.100 ,2970.500 ,6383.000 
2014/10/7,1290.890 ,0.514 ,2458.000 ,771.000 ,610.000 ,2971.500 ,6366.000 
2014/10/8,1274.850 ,0.504 ,2459.000 ,759.000 ,605.600 ,2953.500 ,6252.000 
2014/10/9,1260.780 ,0.490 ,2414.000 ,750.000 ,601.600 ,2947.500 ,6240.000 
2014/10/10,1243.090 ,0.502 ,2353.000 ,810.000 ,589.400 ,2932.000 ,6220.000 
2014/10/14,1214.270 ,0.496 ,2326.000 ,795.000 ,577.400 ,2868.000 ,5978.000 
2014/10/15,1223.670 ,0.490 ,2281.000 ,783.000 ,578.600 ,2900.000 ,5990.000 
2014/10/16,1195.500 ,0.491 ,2276.000 ,751.000 ,560.000 ,2808.000 ,5879.000 
2014/10/17,1177.220 ,0.472 ,2269.000 ,728.000 ,551.000 ,2785.000 ,5731.000 
2014/10/20,1224.340 ,0.492 ,2358.000 ,737.000 ,570.400 ,2860.000 ,6028.000 
2014/10/21,1205.360 ,0.483 ,2374.000 ,743.000 ,566.800 ,2830.500 ,5931.000 
2014/10/22,1236.410 ,0.489 ,2428.000 ,753.000 ,577.900 ,2907.500 ,6034.000 
2014/10/23,1232.340 ,0.484 ,2396.000 ,765.000 ,579.000 ,2924.000 ,6045.000 
2014/10/24,1242.320 ,0.473 ,2409.000 ,756.000 ,583.200 ,2959.000 ,6151.000 
2014/10/27,1254.280 ,0.474 ,2424.000 ,749.000 ,587.100 ,3030.000 ,6195.000 
2014/10/28,1252.000 ,0.465 ,2447.000 ,746.000 ,590.000 ,3033.500 ,6172.000 
2014/10/29,1270.640 ,0.471 ,2465.000 ,759.000 ,599.000 ,3054.000 ,6262.000 
2014/10/30,1278.900 ,0.475 ,2487.000 ,753.000 ,608.000 ,3075.500 ,6260.000 
2014/10/31,1333.640 ,0.466 ,2586.000 ,776.000 ,632.200 ,3179.000 ,6498.000 
2014/11/4,1368.650 ,0.449 ,2772.000 ,770.000 ,638.400 ,3234.500 ,6800.000 
2014/11/5,1371.760 ,0.475 ,2782.000 ,768.000 ,636.500 ,3290.500 ,6808.000 
2014/11/6,1356.350 ,0.476 ,2742.000 ,773.000 ,623.700 ,3208.000 ,6812.000 
2014/11/7,1363.670 ,0.482 ,2790.000 ,774.000 ,628.500 ,3240.000 ,6817.000 
2014/11/10,1360.110 ,0.467 ,2880.000 ,813.000 ,630.900 ,3226.500 ,6712.000 
2014/11/11,1375.210 ,0.492 ,2919.000 ,802.000 ,634.700 ,3265.000 ,6813.000 
2014/11/12,1377.050 ,0.531 ,2985.000 ,785.000 ,634.100 ,3251.500 ,6839.000 
2014/11/13,1389.510 ,0.507 ,2980.000 ,829.000 ,643.200 ,3275.000 ,6930.000 
2014/11/14,1400.410 ,0.486 ,2997.000 ,821.000 ,645.100 ,3266.500 ,6969.000 
2014/11/17,1366.130 ,0.481 ,2916.000 ,819.000 ,659.000 ,3175.000 ,6825.000 
2014/11/18,1394.880 ,0.512 ,2977.000 ,820.000 ,669.900 ,3243.000 ,6998.000 
2014/11/19,1396.540 ,0.484 ,3005.000 ,805.000 ,671.000 ,3220.000 ,7025.000 
2014/11/20,1397.640 ,0.480 ,3060.000 ,804.000 ,670.200 ,3195.000 ,7098.000 
2014/11/21,1400.180 ,0.471 ,3035.000 ,834.000 ,671.000 ,3201.500 ,7089.000 
2014/11/25,1409.150 ,0.461 ,3035.000 ,805.000 ,680.500 ,3183.500 ,7190.000 
2014/11/26,1406.400 ,0.447 ,2994.000 ,807.000 ,678.700 ,3201.000 ,7180.000 
2014/11/27,1391.900 ,0.436 ,2996.000 ,797.000 ,670.300 ,3188.000 ,7147.000 
2014/11/28,1410.340 ,0.431 ,3005.000 ,797.000 ,686.400 ,3236.000 ,7314.000 
2014/12/1,1421.650 ,0.436 ,3080.000 ,795.000 ,690.000 ,3248.500 ,7429.000 
2014/12/2,1427.850 ,0.445 ,3100.000 ,784.000 ,688.600 ,3267.000 ,7527.000 
2014/12/3,1429.750 ,0.426 ,3075.000 ,780.000 ,689.800 ,3280.000 ,7592.000 
2014/12/4,1440.600 ,0.427 ,3090.000 ,773.000 ,689.000 ,3256.500 ,7730.000 
2014/12/5,1445.670 ,0.417 ,3100.000 ,767.000 ,696.900 ,3257.500 ,7742.000 
2014/12/8,1447.580 ,0.433 ,2999.000 ,764.000 ,695.400 ,3189.500 ,7858.000 
2014/12/9,1436.090 ,0.414 ,2991.000 ,758.000 ,698.400 ,3210.500 ,7756.000 
2014/12/10,1406.830 ,0.405 ,2924.000 ,751.000 ,680.400 ,3176.500 ,7523.000 
2014/12/11,1397.040 ,0.405 ,2993.000 ,750.000 ,670.000 ,3126.500 ,7481.000 
2014/12/12,1399.650 ,0.395 ,2970.000 ,753.000 ,670.900 ,3100.500 ,7500.000 
2014/12/15,1379.290 ,0.376 ,2935.000 ,747.000 ,665.600 ,3102.000 ,7311.000 
2014/12/16,1353.370 ,0.356 ,2874.000 ,735.000 ,649.100 ,3079.500 ,7214.000 
2014/12/17,1352.010 ,0.357 ,2849.000 ,731.000 ,643.000 ,3074.000 ,7143.000 
2014/12/18,1376.320 ,0.348 ,2867.000 ,725.000 ,648.900 ,3142.500 ,7250.000 
2014/12/19,1409.610 ,0.353 ,2984.000 ,727.000 ,676.400 ,3219.500 ,7562.000 
2014/12/22,1413.050 ,0.338 ,2954.000 ,755.000 ,669.800 ,3202.500 ,7535.000 
2014/12/24,1426.020 ,0.334 ,3005.000 ,738.000 ,676.400 ,3229.500 ,7657.000 
2014/12/25,1421.260 ,0.314 ,2953.000 ,726.000 ,670.900 ,3251.000 ,7611.000 
2014/12/26,1427.500 ,0.329 ,2995.000 ,732.000 ,673.200 ,3271.000 ,7696.000 
2014/12/29,1424.670 ,0.324 ,2946.000 ,727.000 ,668.300 ,3305.000 ,7662.000 
2014/12/30,1407.510 ,0.325 ,2895.000 ,724.000 ,664.500 ,3260.500 ,7558.000 
2015/1/5,1401.090 ,0.326 ,2812.000 ,722.000 ,654.600 ,3216.500 ,7507.000 
2015/1/6,1361.140 ,0.289 ,2730.000 ,711.000 ,634.000 ,3126.000 ,7300.000 
2015/1/7,1359.800 ,0.299 ,2731.000 ,703.000 ,623.100 ,3101.000 ,7407.000 
2015/1/8,1377.670 ,0.284 ,2827.000 ,697.000 ,627.100 ,3153.500 ,7554.000 
2015/1/9,1380.580 ,0.279 ,2802.000 ,701.000 ,632.800 ,3167.500 ,7609.000 
2015/1/13,1374.690 ,0.265 ,2805.000 ,710.000 ,629.700 ,3184.500 ,7519.000 
2015/1/14,1357.980 ,0.256 ,2808.000 ,692.000 ,616.900 ,3228.000 ,7396.000 
2015/1/15,1376.600 ,0.250 ,2798.000 ,689.000 ,618.800 ,3286.500 ,7526.000 
2015/1/16,1363.730 ,0.241 ,2742.000 ,686.000 ,614.700 ,3290.500 ,7514.000 
2015/1/19,1372.410 ,0.206 ,2735.000 ,683.000 ,608.800 ,3356.000 ,7465.000 
2015/1/20,1397.630 ,0.221 ,2775.000 ,684.000 ,625.000 ,3425.000 ,7659.000 
2015/1/21,1390.610 ,0.251 ,2841.000 ,673.000 ,620.600 ,3399.500 ,7588.000 
2015/1/22,1389.430 ,0.321 ,2824.000 ,663.000 ,614.700 ,3398.000 ,7585.000 
2015/1/23,1403.220 ,0.244 ,2839.000 ,666.000 ,622.200 ,3430.500 ,7685.000 
2015/1/26,1402.080 ,0.229 ,2836.000 ,675.000 ,622.700 ,3462.500 ,7725.000 
2015/1/27,1426.380 ,0.269 ,2914.000 ,677.000 ,642.800 ,3524.500 ,7825.000 
2015/1/28,1429.920 ,0.293 ,2886.000 ,682.000 ,640.100 ,3532.000 ,7818.000 
2015/1/29,1413.580 ,0.293 ,2871.000 ,670.000 ,630.800 ,3513.000 ,7729.000 
2015/1/30,1415.070 ,0.288 ,2910.000 ,672.000 ,632.300 ,3531.500 ,7645.000 
2015/2/2,1408.750 ,0.293 ,2861.000 ,665.000 ,625.000 ,3604.500 ,7660.000 
2015/2/3,1392.390 ,0.363 ,2760.000 ,666.000 ,622.000 ,3568.000 ,7550.000 
2015/2/4,1417.000 ,0.382 ,2800.000 ,680.000 ,654.100 ,3622.500 ,7728.000 
2015/2/5,1410.110 ,0.362 ,2847.000 ,698.000 ,656.900 ,3486.500 ,7654.000 
2015/2/6,1417.190 ,0.343 ,2867.000 ,661.000 ,671.800 ,3552.500 ,7623.000 
2015/2/9,1424.920 ,0.362 ,2866.000 ,673.000 ,679.900 ,3564.000 ,7700.000 
2015/2/10,1427.720 ,0.397 ,2851.000 ,671.000 ,683.300 ,3582.500 ,7713.000 
2015/2/12,1449.390 ,0.398 ,2957.000 ,674.000 ,702.000 ,3581.500 ,7851.000 
2015/2/13,1449.380 ,0.423 ,2962.000 ,670.000 ,707.100 ,3550.500 ,7808.000 
2015/2/16,1459.430 ,0.454 ,2666.000 ,683.000 ,729.000 ,3596.000 ,7829.000 
2015/2/17,1462.070 ,0.399 ,2755.000 ,679.000 ,720.400 ,3595.000 ,7802.000 
2015/2/18,1482.670 ,0.417 ,2799.000 ,678.000 ,743.300 ,3655.000 ,7959.000 
2015/2/19,1494.930 ,0.398 ,2897.000 ,670.000 ,770.200 ,3655.000 ,7998.000 
2015/2/20,1500.330 ,0.393 ,2950.000 ,671.000 ,765.500 ,3664.500 ,8078.000 
2015/2/23,1502.830 ,0.389 ,2971.000 ,673.000 ,752.700 ,3670.000 ,8130.000 
2015/2/24,1508.280 ,0.381 ,2994.000 ,691.000 ,752.100 ,3657.500 ,8201.000 
2015/2/25,1507.620 ,0.347 ,3015.000 ,707.000 ,762.700 ,3659.500 ,8127.000 
2015/2/26,1521.680 ,0.348 ,3095.000 ,698.000 ,786.900 ,3666.000 ,8126.000 
2015/2/27,1523.850 ,0.349 ,3130.000 ,703.000 ,777.700 ,3641.000 ,8063.000 
2015/3/2,1524.970 ,0.354 ,3090.000 ,719.000 ,767.600 ,3703.500 ,8125.000 
2015/3/3,1526.830 ,0.395 ,3105.000 ,714.000 ,759.500 ,3747.000 ,8136.000 
2015/3/4,1517.010 ,0.400 ,3010.000 ,717.000 ,745.000 ,3677.000 ,8112.000 
2015/3/5,1523.720 ,0.395 ,2999.000 ,714.000 ,757.100 ,3703.500 ,8063.000 
2015/3/6,1540.840 ,0.376 ,3135.000 ,695.000 ,778.500 ,3700.500 ,8190.000 
2015/3/9,1531.760 ,0.422 ,3080.000 ,685.000 ,781.000 ,3657.500 ,8193.000 
2015/3/10,1524.750 ,0.462 ,3090.000 ,677.000 ,755.900 ,3610.500 ,8178.000 
2015/3/11,1525.670 ,0.413 ,3050.000 ,677.000 ,749.100 ,3622.500 ,8158.000 
2015/3/12,1546.630 ,0.374 ,3080.000 ,672.000 ,773.400 ,3667.500 ,8258.000 
2015/3/13,1560.330 ,0.408 ,3025.000 ,671.000 ,789.500 ,3750.000 ,8257.000 
2015/3/16,1558.210 ,0.414 ,3080.000 ,676.000 ,797.000 ,3696.500 ,8280.000 
2015/3/17,1570.500 ,0.410 ,3070.000 ,668.000 ,793.200 ,3782.500 ,8338.000 
2015/3/18,1582.460 ,0.361 ,3130.000 ,704.000 ,806.600 ,3810.000 ,8463.000 
2015/3/19,1575.810 ,0.322 ,3140.000 ,752.000 ,785.000 ,3827.000 ,8491.000 
2015/3/20,1580.510 ,0.322 ,3215.000 ,754.000 ,790.000 ,3811.000 ,8598.000 
2015/3/23,1592.250 ,0.307 ,3210.000 ,776.000 ,787.500 ,3833.000 ,8741.000 
2015/3/24,1587.590 ,0.307 ,3295.000 ,795.000 ,784.800 ,3818.500 ,8689.000 
2015/3/25,1592.010 ,0.328 ,3425.000 ,808.000 ,783.200 ,3837.000 ,8695.000 
2015/3/26,1568.820 ,0.328 ,3300.000 ,812.000 ,765.100 ,3779.000 ,8605.000 
2015/3/27,1552.780 ,0.373 ,3260.000 ,811.000 ,752.200 ,3777.500 ,8481.000 
2015/3/30,1557.770 ,0.368 ,3315.000 ,837.000 ,756.500 ,3789.500 ,8426.000 
2015/3/31,1543.110 ,0.398 ,3270.000 ,835.000 ,743.700 ,3781.000 ,8383.000 
2015/4/1,1528.990 ,0.378 ,3260.000 ,826.000 ,748.700 ,3756.000 ,8236.000 
2015/4/2,1554.170 ,0.339 ,3235.000 ,816.000 ,773.000 ,3854.000 ,8377.000 
2015/4/3,1564.160 ,0.354 ,3275.000 ,826.000 ,771.400 ,3899.500 ,8426.000 
2015/4/6,1560.710 ,0.340 ,3275.000 ,830.000 ,764.600 ,3909.500 ,8333.000 
2015/4/7,1578.550 ,0.360 ,3215.000 ,819.000 ,788.000 ,3908.000 ,8410.000 
2015/4/8,1588.470 ,0.360 ,3240.000 ,816.000 ,794.000 ,3995.500 ,8372.000 
2015/4/9,1594.190 ,0.361 ,3240.000 ,824.000 ,785.800 ,3997.500 ,8367.000 
2015/4/10,1589.540 ,0.341 ,3225.000 ,824.000 ,777.300 ,3929.500 ,8326.000 
2015/4/13,1586.260 ,0.342 ,3240.000 ,842.000 ,771.400 ,3791.000 ,8248.000 
2015/4/14,1590.820 ,0.327 ,3305.000 ,843.000 ,780.000 ,3806.000 ,8285.000 
2015/4/15,1588.810 ,0.328 ,3160.000 ,837.000 ,783.700 ,3749.000 ,8273.000 
2015/4/16,1599.420 ,0.332 ,3145.000 ,844.000 ,805.300 ,3735.000 ,8309.000 
2015/4/17,1588.690 ,0.307 ,3045.000 ,844.000 ,822.000 ,3702.000 ,8297.000 
2015/4/20,1582.680 ,0.313 ,3060.000 ,828.000 ,826.400 ,3657.500 ,8262.000 
2015/4/21,1608.880 ,0.313 ,3115.000 ,822.000 ,854.000 ,3734.500 ,8447.000 
2015/4/22,1621.790 ,0.309 ,3125.000 ,812.000 ,879.200 ,3720.500 ,8462.000 
2015/4/23,1624.870 ,0.319 ,3100.000 ,815.000 ,861.700 ,3744.500 ,8478.000 
2015/4/24,1618.840 ,0.294 ,3090.000 ,784.000 ,856.800 ,3741.000 ,8413.000 
2015/4/27,1619.070 ,0.310 ,3165.000 ,781.000 ,851.100 ,3715.000 ,8340.000 
2015/4/28,1627.430 ,0.306 ,3160.000 ,783.000 ,855.700 ,3680.000 ,8515.000 
2015/4/30,1592.790 ,0.336 ,3070.000 ,772.000 ,855.900 ,3462.500 ,8358.000 
